text,aspect,label,text_traduit_en
"Le jeu est immersif et beau, mais répétitif.",graphismes,positive,"Le jeu est immersif et beau, mais répétitif."
"Le jeu est immersif et beau, mais répétitif.",variété,negative,"Le jeu est immersif et beau, mais répétitif."
"Le café est savoureux et l’endroit cosy, mais les prix sont élevés.",qualité,positive,"Le café est savoureux et l’endroit cosy, mais les prix sont élevés."
"Le café est savoureux et l’endroit cosy, mais les prix sont élevés.",prix,negative,"Le café est savoureux et l’endroit cosy, mais les prix sont élevés."
"Le débat était riche et intéressant, mais mal modéré.",contenu,positive,"Le débat était riche et intéressant, mais mal modéré."
"Le débat était riche et intéressant, mais mal modéré.",modération,negative,"Le débat était riche et intéressant, mais mal modéré."
"La plateforme est complète et utile, mais lente.",fonctionnalités,positive,"La plateforme est complète et utile, mais lente."
"La plateforme est complète et utile, mais lente.",performance,negative,"La plateforme est complète et utile, mais lente."
"Le voyage était dépaysant et agréable, mais fatigant.",expérience,positive,"Le voyage était dépaysant et agréable, mais fatigant."
"Le voyage était dépaysant et agréable, mais fatigant.",fatigue,negative,"Le voyage était dépaysant et agréable, mais fatigant."
"Le livre est original et bien écrit, mais trop long.",style,positive,"Le livre est original et bien écrit, mais trop long."
"Le livre est original et bien écrit, mais trop long.",longueur,negative,"Le livre est original et bien écrit, mais trop long."
"Le service est rapide et fiable, mais impersonnel.",rapidité,positive,"Le service est rapide et fiable, mais impersonnel."
"Le service est rapide et fiable, mais impersonnel.",relation client,negative,"Le service est rapide et fiable, mais impersonnel."
"Le concert était intense et mémorable, mais le son saturait.",ambiance,positive,"Le concert était intense et mémorable, mais le son saturait."
"Le concert était intense et mémorable, mais le son saturait.",son,negative,"Le concert était intense et mémorable, mais le son saturait."
"Le produit est simple et abordable, mais fragile.",simplicité,positive,"Le produit est simple et abordable, mais fragile."
"Le produit est simple et abordable, mais fragile.",solidité,negative,"Le produit est simple et abordable, mais fragile."
"Le travail est motivant et varié, mais mal reconnu.",contenu,positive,"Le travail est motivant et varié, mais mal reconnu."
"Le travail est motivant et varié, mais mal reconnu.",reconnaissance,negative,"Le travail est motivant et varié, mais mal reconnu."
"La réunion était claire et structurée, mais inutilement longue.",structure,positive,"La réunion était claire et structurée, mais inutilement longue."
"La réunion était claire et structurée, mais inutilement longue.",durée,negative,"La réunion était claire et structurée, mais inutilement longue."
"Le film est esthétique et bien réalisé, mais sans profondeur.",visuel,positive,"Le film est esthétique et bien réalisé, mais sans profondeur."
"Le film est esthétique et bien réalisé, mais sans profondeur.",scénario,negative,"Le film est esthétique et bien réalisé, mais sans profondeur."
"Le site est lisible et bien organisé, mais lent au chargement.",lisibilité,positive,"Le site est lisible et bien organisé, mais lent au chargement."
"Le site est lisible et bien organisé, mais lent au chargement.",chargement,negative,"Le site est lisible et bien organisé, mais lent au chargement."
"Le cours est logique et progressif, mais monotone.",organisation,positive,"Le cours est logique et progressif, mais monotone."
"Le cours est logique et progressif, mais monotone.",dynamisme,negative,"Le cours est logique et progressif, mais monotone."
"Le service est aimable et disponible, mais désorganisé.",accueil,positive,"Le service est aimable et disponible, mais désorganisé."
"Le service est aimable et disponible, mais désorganisé.",organisation,negative,"Le service est aimable et disponible, mais désorganisé."
"Le projet est ambitieux et structurant, mais sous-financé.",ambition,positive,"Le projet est ambitieux et structurant, mais sous-financé."
"Le projet est ambitieux et structurant, mais sous-financé.",financement,negative,"Le projet est ambitieux et structurant, mais sous-financé."
"La ville est vivante et culturelle, mais stressante.",culture,positive,"La ville est vivante et culturelle, mais stressante."
"La ville est vivante et culturelle, mais stressante.",stress,negative,"La ville est vivante et culturelle, mais stressante."
"Le restaurant est chaleureux et accueillant, mais lent.",ambiance,positive,"Le restaurant est chaleureux et accueillant, mais lent."
"Le restaurant est chaleureux et accueillant, mais lent.",service,negative,"Le restaurant est chaleureux et accueillant, mais lent."
"L’application est fluide et moderne, mais peu sécurisée.",performance,positive,"L’application est fluide et moderne, mais peu sécurisée."
"L’application est fluide et moderne, mais peu sécurisée.",sécurité,negative,"L’application est fluide et moderne, mais peu sécurisée."
"Le film est divertissant et rythmé, mais prévisible.",divertissement,positive,"Le film est divertissant et rythmé, mais prévisible."
"Le film est divertissant et rythmé, mais prévisible.",originalité,negative,"Le film est divertissant et rythmé, mais prévisible."
"Le service est professionnel et sérieux, mais froid.",professionnalisme,positive,"Le service est professionnel et sérieux, mais froid."
"Le service est professionnel et sérieux, mais froid.",chaleur humaine,negative,"Le service est professionnel et sérieux, mais froid."
"Le voyage était confortable et bien planifié, mais trop encadré.",confort,positive,"Le voyage était confortable et bien planifié, mais trop encadré."
"Le voyage était confortable et bien planifié, mais trop encadré.",liberté,negative,"Le voyage était confortable et bien planifié, mais trop encadré."
"Le jeu est fluide et réactif, mais pauvre en contenu.",performance,positive,"Le jeu est fluide et réactif, mais pauvre en contenu."
"Le jeu est fluide et réactif, mais pauvre en contenu.",contenu,negative,"Le jeu est fluide et réactif, mais pauvre en contenu."
"Le bar est bien situé et agréable, mais cher.",emplacement,positive,"Le bar est bien situé et agréable, mais cher."
"Le bar est bien situé et agréable, mais cher.",prix,negative,"Le bar est bien situé et agréable, mais cher."
"Le cours est captivant et bien illustré, mais mal évalué.",pédagogie,positive,"Le cours est captivant et bien illustré, mais mal évalué."
"Le cours est captivant et bien illustré, mais mal évalué.",évaluation,negative,"Le cours est captivant et bien illustré, mais mal évalué."
"Le logiciel est complet et fiable, mais complexe.",fonctionnalités,positive,"Le logiciel est complet et fiable, mais complexe."
"Le logiciel est complet et fiable, mais complexe.",prise en main,negative,"Le logiciel est complet et fiable, mais complexe."
"La soirée était festive et conviviale, mais trop courte.",ambiance,positive,"La soirée était festive et conviviale, mais trop courte."
"La soirée était festive et conviviale, mais trop courte.",durée,negative,"La soirée était festive et conviviale, mais trop courte."
"Le site est sécurisé et robuste, mais peu intuitif.",sécurité,positive,"Le site est sécurisé et robuste, mais peu intuitif."
"Le site est sécurisé et robuste, mais peu intuitif.",ergonomie,negative,"Le site est sécurisé et robuste, mais peu intuitif."
"Le travail est stable et bien organisé, mais répétitif.",stabilité,positive,"Le travail est stable et bien organisé, mais répétitif."
"Le travail est stable et bien organisé, mais répétitif.",variété,negative,"Le travail est stable et bien organisé, mais répétitif."
"Le produit est soigné et esthétique, mais peu durable.",finition,positive,"Le produit est soigné et esthétique, mais peu durable."
"Le produit est soigné et esthétique, mais peu durable.",durabilité,negative,"Le produit est soigné et esthétique, mais peu durable."
"La ville est charmante et historique, mais mal connectée.",charme,positive,"La ville est charmante et historique, mais mal connectée."
"La ville est charmante et historique, mais mal connectée.",connectivité,negative,"La ville est charmante et historique, mais mal connectée."
"Le service client est aimable et patient, mais inefficace.",amabilité,positive,"Le service client est aimable et patient, mais inefficace."
"Le service client est aimable et patient, mais inefficace.",résolution,negative,"Le service client est aimable et patient, mais inefficace."
"Le film est émouvant et sincère, mais s’étire trop.",émotion,positive,"Le film est émouvant et sincère, mais s’étire trop."
"Le film est émouvant et sincère, mais s’étire trop.",rythme,negative,"Le film est émouvant et sincère, mais s’étire trop."
"La formation est claire et accessible, mais trop superficielle.",clarté,positive,"La formation est claire et accessible, mais trop superficielle."
"La formation est claire et accessible, mais trop superficielle.",profondeur,negative,"La formation est claire et accessible, mais trop superficielle."
"Le restaurant est populaire et bien placé, mais bruyant.",emplacement,positive,"Le restaurant est populaire et bien placé, mais bruyant."
"Le restaurant est populaire et bien placé, mais bruyant.",bruit,negative,"Le restaurant est populaire et bien placé, mais bruyant."
"Le projet est cohérent et structuré, mais peu créatif.",structure,positive,"Le projet est cohérent et structuré, mais peu créatif."
"Le projet est cohérent et structuré, mais peu créatif.",créativité,negative,"Le projet est cohérent et structuré, mais peu créatif."
"L’application est rapide et efficace, mais instable.",vitesse,positive,"L’application est rapide et efficace, mais instable."
"L’application est rapide et efficace, mais instable.",stabilité,negative,"L’application est rapide et efficace, mais instable."
"Le cours est complet et rigoureux, mais exigeant.",rigueur,positive,"Le cours est complet et rigoureux, mais exigeant."
"Le cours est complet et rigoureux, mais exigeant.",difficulté,negative,"Le cours est complet et rigoureux, mais exigeant."
"Le produit est robuste et fiable, mais encombrant.",fiabilité,positive,"Le produit est robuste et fiable, mais encombrant."
"Le produit est robuste et fiable, mais encombrant.",poids,negative,"Le produit est robuste et fiable, mais encombrant."
"Le bar est original et chaleureux, mais mal organisé.",originalité,positive,"Le bar est original et chaleureux, mais mal organisé."
"Le bar est original et chaleureux, mais mal organisé.",organisation,negative,"Le bar est original et chaleureux, mais mal organisé."
"Le site est clair et informatif, mais daté.",information,positive,"Le site est clair et informatif, mais daté."
"Le site est clair et informatif, mais daté.",modernité,negative,"Le site est clair et informatif, mais daté."
"Le travail est enrichissant et stimulant, mais instable.",intérêt,positive,"Le travail est enrichissant et stimulant, mais instable."
"Le travail est enrichissant et stimulant, mais instable.",sécurité,negative,"Le travail est enrichissant et stimulant, mais instable."
"Le film est visuellement impressionnant, mais confus.",visuel,positive,"Le film est visuellement impressionnant, mais confus."
"Le film est visuellement impressionnant, mais confus.",clarté du récit,negative,"Le film est visuellement impressionnant, mais confus."
"Le cours est interactif et participatif, mais mal structuré.",interaction,positive,"Le cours est interactif et participatif, mais mal structuré."
"Le cours est interactif et participatif, mais mal structuré.",structure,negative,"Le cours est interactif et participatif, mais mal structuré."
"Le service est disponible et flexible, mais lent.",disponibilité,positive,"Le service est disponible et flexible, mais lent."
"Le service est disponible et flexible, mais lent.",vitesse,negative,"Le service est disponible et flexible, mais lent."
"Le projet est innovant et audacieux, mais risqué.",innovation,positive,"Le projet est innovant et audacieux, mais risqué."
"Le projet est innovant et audacieux, mais risqué.",fiabilité,negative,"Le projet est innovant et audacieux, mais risqué."
"La ville est verte et agréable, mais peu animée.",environnement,positive,"La ville est verte et agréable, mais peu animée."
"La ville est verte et agréable, mais peu animée.",animation,negative,"La ville est verte et agréable, mais peu animée."
"Le restaurant est rapide et efficace, mais impersonnel.",rapidité,positive,"Le restaurant est rapide et efficace, mais impersonnel."
"Le restaurant est rapide et efficace, mais impersonnel.",relation client,negative,"Le restaurant est rapide et efficace, mais impersonnel."
"L’application est pratique et fonctionnelle, mais austère.",utilité,positive,"L’application est pratique et fonctionnelle, mais austère."
"L’application est pratique et fonctionnelle, mais austère.",design,negative,"L’application est pratique et fonctionnelle, mais austère."
"Le film est drôle et léger, mais sans profondeur.",humour,positive,"Le film est drôle et léger, mais sans profondeur."
"Le film est drôle et léger, mais sans profondeur.",contenu,negative,"Le film est drôle et léger, mais sans profondeur."
"Le service est constant et fiable, mais peu flexible.",fiabilité,positive,"Le service est constant et fiable, mais peu flexible."
"Le service est constant et fiable, mais peu flexible.",flexibilité,negative,"Le service est constant et fiable, mais peu flexible."
"Le voyage était confortable et fluide, mais sans surprise.",confort,positive,"Le voyage était confortable et fluide, mais sans surprise."
"Le voyage était confortable et fluide, mais sans surprise.",originalité,negative,"Le voyage était confortable et fluide, mais sans surprise."
"Le jeu est beau et immersif, mais trop court.",graphismes,positive,"Le jeu est beau et immersif, mais trop court."
"Le jeu est beau et immersif, mais trop court.",durée,negative,"Le jeu est beau et immersif, mais trop court."
"Le bar est convivial et animé, mais mal insonorisé.",ambiance,positive,"Le bar est convivial et animé, mais mal insonorisé."
"Le bar est convivial et animé, mais mal insonorisé.",insonorisation,negative,"Le bar est convivial et animé, mais mal insonorisé."
"Le cours est clair et pédagogique, mais trop lent.",pédagogie,positive,"Le cours est clair et pédagogique, mais trop lent."
"Le cours est clair et pédagogique, mais trop lent.",rythme,negative,"Le cours est clair et pédagogique, mais trop lent."
"Le logiciel est stable et fiable, mais limité.",stabilité,positive,"Le logiciel est stable et fiable, mais limité."
"Le logiciel est stable et fiable, mais limité.",fonctionnalités,negative,"Le logiciel est stable et fiable, mais limité."
"La soirée était chaleureuse et détendue, mais désorganisée.",ambiance,positive,"La soirée était chaleureuse et détendue, mais désorganisée."
"La soirée était chaleureuse et détendue, mais désorganisée.",organisation,negative,"La soirée était chaleureuse et détendue, mais désorganisée."
"Le site est moderne et attractif, mais peu accessible.",design,positive,"Le site est moderne et attractif, mais peu accessible."
"Le site est moderne et attractif, mais peu accessible.",accessibilité,negative,"Le site est moderne et attractif, mais peu accessible."
"Le travail est encadré et structuré, mais peu autonome.",encadrement,positive,"Le travail est encadré et structuré, mais peu autonome."
"Le travail est encadré et structuré, mais peu autonome.",autonomie,negative,"Le travail est encadré et structuré, mais peu autonome."
"Le produit est innovant et séduisant, mais fragile.",innovation,positive,"Le produit est innovant et séduisant, mais fragile."
"Le produit est innovant et séduisant, mais fragile.",solidité,negative,"Le produit est innovant et séduisant, mais fragile."
"La ville est accueillante et agréable, mais chère.",qualité de vie,positive,"La ville est accueillante et agréable, mais chère."
"La ville est accueillante et agréable, mais chère.",coût,negative,"La ville est accueillante et agréable, mais chère."
"Le service client est disponible et aimable, mais inefficace.",disponibilité,positive,"Le service client est disponible et aimable, mais inefficace."
"Le service client est disponible et aimable, mais inefficace.",efficacité,negative,"Le service client est disponible et aimable, mais inefficace."
"Le film est captivant et bien monté, mais prévisible.",montage,positive,"Le film est captivant et bien monté, mais prévisible."
"Le film est captivant et bien monté, mais prévisible.",surprise,negative,"Le film est captivant et bien monté, mais prévisible."
"La formation est claire et progressive, mais trop courte.",progression,positive,"La formation est claire et progressive, mais trop courte."
"La formation est claire et progressive, mais trop courte.",durée,negative,"La formation est claire et progressive, mais trop courte."
"Le restaurant est élégant et soigné, mais lent.",cadre,positive,"Le restaurant est élégant et soigné, mais lent."
"Le restaurant est élégant et soigné, mais lent.",service,negative,"Le restaurant est élégant et soigné, mais lent."
"Le projet est ambitieux et fédérateur, mais mal coordonné.",ambition,positive,"Le projet est ambitieux et fédérateur, mais mal coordonné."
"Le projet est ambitieux et fédérateur, mais mal coordonné.",coordination,negative,"Le projet est ambitieux et fédérateur, mais mal coordonné."
"L’application est rapide et intuitive, mais instable.",ergonomie,positive,"L’application est rapide et intuitive, mais instable."
"L’application est rapide et intuitive, mais instable.",stabilité,negative,"L’application est rapide et intuitive, mais instable."
"Le cours est structuré et logique, mais trop dense.",organisation,positive,"Le cours est structuré et logique, mais trop dense."
"Le cours est structuré et logique, mais trop dense.",densité,negative,"Le cours est structuré et logique, mais trop dense."
"Le produit est fiable et performant, mais bruyant.",performance,positive,"Le produit est fiable et performant, mais bruyant."
"Le produit est fiable et performant, mais bruyant.",bruit,negative,"Le produit est fiable et performant, mais bruyant."
"Franchement le bar est super agréable quand tu arrives, l’ambiance est détendue, la musique est bien choisie et tu te sens à l’aise tout de suite, mais dès que tu commandes tu te rends compte que le service est lent et qu’on t’oublie facilement.",ambiance,positive,"Franchement le bar est super agréable quand tu arrives, l’ambiance est détendue, la musique est bien choisie et tu te sens à l’aise tout de suite, mais dès que tu commandes tu te rends compte que le service est lent et qu’on t’oublie facilement."
"Franchement le bar est super agréable quand tu arrives, l’ambiance est détendue, la musique est bien choisie et tu te sens à l’aise tout de suite, mais dès que tu commandes tu te rends compte que le service est lent et qu’on t’oublie facilement.",service,negative,"Franchement le bar est super agréable quand tu arrives, l’ambiance est détendue, la musique est bien choisie et tu te sens à l’aise tout de suite, mais dès que tu commandes tu te rends compte que le service est lent et qu’on t’oublie facilement."
"Le cours est vraiment clair du début à la fin, le prof structure bien ses idées, prend le temps de répondre aux questions et donne des exemples parlants, mais au moment des examens on a l’impression que rien ne correspond au contenu vu en classe.",pédagogie,positive,"Le cours est vraiment clair du début à la fin, le prof structure bien ses idées, prend le temps de répondre aux questions et donne des exemples parlants, mais au moment des examens on a l’impression que rien ne correspond au contenu vu en classe."
"Le cours est vraiment clair du début à la fin, le prof structure bien ses idées, prend le temps de répondre aux questions et donne des exemples parlants, mais au moment des examens on a l’impression que rien ne correspond au contenu vu en classe.",évaluation,negative,"Le cours est vraiment clair du début à la fin, le prof structure bien ses idées, prend le temps de répondre aux questions et donne des exemples parlants, mais au moment des examens on a l’impression que rien ne correspond au contenu vu en classe."
"Le téléphone est super fluide au quotidien, les applications s’ouvrent vite, l’écran est agréable et tout semble réactif, mais dès que tu t’en sers un peu longtemps tu vois que la batterie fond et que tu dois toujours avoir un chargeur.",performance,positive,"Le téléphone est super fluide au quotidien, les applications s’ouvrent vite, l’écran est agréable et tout semble réactif, mais dès que tu t’en sers un peu longtemps tu vois que la batterie fond et que tu dois toujours avoir un chargeur."
"Le téléphone est super fluide au quotidien, les applications s’ouvrent vite, l’écran est agréable et tout semble réactif, mais dès que tu t’en sers un peu longtemps tu vois que la batterie fond et que tu dois toujours avoir un chargeur.",batterie,negative,"Le téléphone est super fluide au quotidien, les applications s’ouvrent vite, l’écran est agréable et tout semble réactif, mais dès que tu t’en sers un peu longtemps tu vois que la batterie fond et que tu dois toujours avoir un chargeur."
"Le restaurant donne une super première impression, la salle est chaleureuse, la déco est soignée et on se sent bien installé, mais une fois les plats arrivés tu te rends compte que les saveurs sont assez fades et que ça manque clairement de caractère.",décoration,positive,"Le restaurant donne une super première impression, la salle est chaleureuse, la déco est soignée et on se sent bien installé, mais une fois les plats arrivés tu te rends compte que les saveurs sont assez fades et que ça manque clairement de caractère."
"Le restaurant donne une super première impression, la salle est chaleureuse, la déco est soignée et on se sent bien installé, mais une fois les plats arrivés tu te rends compte que les saveurs sont assez fades et que ça manque clairement de caractère.",qualité des plats,negative,"Le restaurant donne une super première impression, la salle est chaleureuse, la déco est soignée et on se sent bien installé, mais une fois les plats arrivés tu te rends compte que les saveurs sont assez fades et que ça manque clairement de caractère."
"Le projet est vraiment pertinent sur le papier, l’idée est bien pensée, le cadre est clair et tout le monde voit l’intérêt, mais quand on regarde de près l’exécution on sent que c’est bâclé et que beaucoup de détails n’ont pas été travaillés.",cadrage,positive,"Le projet est vraiment pertinent sur le papier, l’idée est bien pensée, le cadre est clair et tout le monde voit l’intérêt, mais quand on regarde de près l’exécution on sent que c’est bâclé et que beaucoup de détails n’ont pas été travaillés."
"Le projet est vraiment pertinent sur le papier, l’idée est bien pensée, le cadre est clair et tout le monde voit l’intérêt, mais quand on regarde de près l’exécution on sent que c’est bâclé et que beaucoup de détails n’ont pas été travaillés.",exécution,negative,"Le projet est vraiment pertinent sur le papier, l’idée est bien pensée, le cadre est clair et tout le monde voit l’intérêt, mais quand on regarde de près l’exécution on sent que c’est bâclé et que beaucoup de détails n’ont pas été travaillés."
"La ville est franchement agréable à vivre, il y a de beaux quartiers, une vraie vie culturelle et toujours quelque chose à faire le soir, mais au quotidien la circulation est un enfer et perdre une heure dans les embouteillages devient vite épuisant.",qualité de vie,positive,"La ville est franchement agréable à vivre, il y a de beaux quartiers, une vraie vie culturelle et toujours quelque chose à faire le soir, mais au quotidien la circulation est un enfer et perdre une heure dans les embouteillages devient vite épuisant."
"La ville est franchement agréable à vivre, il y a de beaux quartiers, une vraie vie culturelle et toujours quelque chose à faire le soir, mais au quotidien la circulation est un enfer et perdre une heure dans les embouteillages devient vite épuisant.",circulation,negative,"La ville est franchement agréable à vivre, il y a de beaux quartiers, une vraie vie culturelle et toujours quelque chose à faire le soir, mais au quotidien la circulation est un enfer et perdre une heure dans les embouteillages devient vite épuisant."
"L’équipe est vraiment soudée, l’ambiance est bonne, on se soutient entre collègues et on a l’impression de travailler avec des gens motivés, mais dès qu’il faut faire passer une information importante la communication devient chaotique et personne n’est aligné.",cohésion,positive,"L’équipe est vraiment soudée, l’ambiance est bonne, on se soutient entre collègues et on a l’impression de travailler avec des gens motivés, mais dès qu’il faut faire passer une information importante la communication devient chaotique et personne n’est aligné."
"L’équipe est vraiment soudée, l’ambiance est bonne, on se soutient entre collègues et on a l’impression de travailler avec des gens motivés, mais dès qu’il faut faire passer une information importante la communication devient chaotique et personne n’est aligné.",communication,negative,"L’équipe est vraiment soudée, l’ambiance est bonne, on se soutient entre collègues et on a l’impression de travailler avec des gens motivés, mais dès qu’il faut faire passer une information importante la communication devient chaotique et personne n’est aligné."
"Le site est agréable à parcourir, tout est bien organisé, on trouve facilement ce qu’on cherche et la navigation est intuitive, mais il suffit de cliquer un peu trop vite pour que tout se mette à buguer et que la page se recharge sans raison.",ergonomie,positive,"Le site est agréable à parcourir, tout est bien organisé, on trouve facilement ce qu’on cherche et la navigation est intuitive, mais il suffit de cliquer un peu trop vite pour que tout se mette à buguer et que la page se recharge sans raison."
"Le site est agréable à parcourir, tout est bien organisé, on trouve facilement ce qu’on cherche et la navigation est intuitive, mais il suffit de cliquer un peu trop vite pour que tout se mette à buguer et que la page se recharge sans raison.",stabilité,negative,"Le site est agréable à parcourir, tout est bien organisé, on trouve facilement ce qu’on cherche et la navigation est intuitive, mais il suffit de cliquer un peu trop vite pour que tout se mette à buguer et que la page se recharge sans raison."
"Le film est porté par des acteurs vraiment convaincants, certaines scènes sont touchantes et on se laisse facilement prendre par l’histoire, mais au bout d’un moment le rythme retombe et on sent que le scénario tourne un peu en rond.",jeu d’acteurs,positive,"Le film est porté par des acteurs vraiment convaincants, certaines scènes sont touchantes et on se laisse facilement prendre par l’histoire, mais au bout d’un moment le rythme retombe et on sent que le scénario tourne un peu en rond."
"Le film est porté par des acteurs vraiment convaincants, certaines scènes sont touchantes et on se laisse facilement prendre par l’histoire, mais au bout d’un moment le rythme retombe et on sent que le scénario tourne un peu en rond.",rythme,negative,"Le film est porté par des acteurs vraiment convaincants, certaines scènes sont touchantes et on se laisse facilement prendre par l’histoire, mais au bout d’un moment le rythme retombe et on sent que le scénario tourne un peu en rond."
"La formation est solide, le programme est complet, on voit beaucoup de notions utiles et on a l’impression d’apprendre des choses sérieuses, mais dans la pratique on reste trop dans la théorie et on manque cruellement d’exemples concrets.",contenu,positive,"La formation est solide, le programme est complet, on voit beaucoup de notions utiles et on a l’impression d’apprendre des choses sérieuses, mais dans la pratique on reste trop dans la théorie et on manque cruellement d’exemples concrets."
"La formation est solide, le programme est complet, on voit beaucoup de notions utiles et on a l’impression d’apprendre des choses sérieuses, mais dans la pratique on reste trop dans la théorie et on manque cruellement d’exemples concrets.",pratique,negative,"La formation est solide, le programme est complet, on voit beaucoup de notions utiles et on a l’impression d’apprendre des choses sérieuses, mais dans la pratique on reste trop dans la théorie et on manque cruellement d’exemples concrets."
"Le service client répond rapidement, les conseillers sont polis, prennent le temps d’écouter et donnent l’impression de vouloir aider, mais au final les problèmes ne sont jamais vraiment réglés et on se retrouve à rappeler plusieurs fois.",réactivité,positive,"Le service client répond rapidement, les conseillers sont polis, prennent le temps d’écouter et donnent l’impression de vouloir aider, mais au final les problèmes ne sont jamais vraiment réglés et on se retrouve à rappeler plusieurs fois."
"Le service client répond rapidement, les conseillers sont polis, prennent le temps d’écouter et donnent l’impression de vouloir aider, mais au final les problèmes ne sont jamais vraiment réglés et on se retrouve à rappeler plusieurs fois.",efficacité,negative,"Le service client répond rapidement, les conseillers sont polis, prennent le temps d’écouter et donnent l’impression de vouloir aider, mais au final les problèmes ne sont jamais vraiment réglés et on se retrouve à rappeler plusieurs fois."
"L’hôtel est propre, les parties communes sont bien entretenues et l’emplacement est vraiment pratique pour visiter la ville, mais une fois dans la chambre on se rend compte que l’isolation est mauvaise et qu’on entend tout ce qui se passe autour.",propreté,positive,"L’hôtel est propre, les parties communes sont bien entretenues et l’emplacement est vraiment pratique pour visiter la ville, mais une fois dans la chambre on se rend compte que l’isolation est mauvaise et qu’on entend tout ce qui se passe autour."
"L’hôtel est propre, les parties communes sont bien entretenues et l’emplacement est vraiment pratique pour visiter la ville, mais une fois dans la chambre on se rend compte que l’isolation est mauvaise et qu’on entend tout ce qui se passe autour.",insonorisation,negative,"L’hôtel est propre, les parties communes sont bien entretenues et l’emplacement est vraiment pratique pour visiter la ville, mais une fois dans la chambre on se rend compte que l’isolation est mauvaise et qu’on entend tout ce qui se passe autour."
"Le logiciel est très complet, il propose énormément de fonctionnalités et permet de faire quasiment tout ce dont on a besoin, mais il est tellement lourd qu’il met un temps fou à démarrer et ralentit clairement le travail.",fonctionnalités,positive,"Le logiciel est très complet, il propose énormément de fonctionnalités et permet de faire quasiment tout ce dont on a besoin, mais il est tellement lourd qu’il met un temps fou à démarrer et ralentit clairement le travail."
"Le logiciel est très complet, il propose énormément de fonctionnalités et permet de faire quasiment tout ce dont on a besoin, mais il est tellement lourd qu’il met un temps fou à démarrer et ralentit clairement le travail.",performance,negative,"Le logiciel est très complet, il propose énormément de fonctionnalités et permet de faire quasiment tout ce dont on a besoin, mais il est tellement lourd qu’il met un temps fou à démarrer et ralentit clairement le travail."
"La soirée était vraiment conviviale, on a bien rigolé, l’ambiance était détendue et les gens super sympas, mais le volume de la musique était tellement fort qu’on ne s’entendait plus parler et que ça finissait par fatiguer.",ambiance,positive,"La soirée était vraiment conviviale, on a bien rigolé, l’ambiance était détendue et les gens super sympas, mais le volume de la musique était tellement fort qu’on ne s’entendait plus parler et que ça finissait par fatiguer."
"La soirée était vraiment conviviale, on a bien rigolé, l’ambiance était détendue et les gens super sympas, mais le volume de la musique était tellement fort qu’on ne s’entendait plus parler et que ça finissait par fatiguer.",bruit,negative,"La soirée était vraiment conviviale, on a bien rigolé, l’ambiance était détendue et les gens super sympas, mais le volume de la musique était tellement fort qu’on ne s’entendait plus parler et que ça finissait par fatiguer."
"Le cours en ligne est très pratique, tu peux avancer à ton rythme, revoir les vidéos quand tu veux et t’organiser comme tu l’entends, mais au bout de quelques semaines tu te rends compte que sans interactions la motivation chute rapidement.",flexibilité,positive,"Le cours en ligne est très pratique, tu peux avancer à ton rythme, revoir les vidéos quand tu veux et t’organiser comme tu l’entends, mais au bout de quelques semaines tu te rends compte que sans interactions la motivation chute rapidement."
"Le cours en ligne est très pratique, tu peux avancer à ton rythme, revoir les vidéos quand tu veux et t’organiser comme tu l’entends, mais au bout de quelques semaines tu te rends compte que sans interactions la motivation chute rapidement.",engagement,negative,"Le cours en ligne est très pratique, tu peux avancer à ton rythme, revoir les vidéos quand tu veux et t’organiser comme tu l’entends, mais au bout de quelques semaines tu te rends compte que sans interactions la motivation chute rapidement."
"Le produit est vraiment élégant, les finitions sont propres, le design est moderne et donne envie de l’utiliser, mais à l’usage on sent qu’il n’est pas très robuste et qu’il risque de s’abîmer rapidement.",design,positive,"Le produit est vraiment élégant, les finitions sont propres, le design est moderne et donne envie de l’utiliser, mais à l’usage on sent qu’il n’est pas très robuste et qu’il risque de s’abîmer rapidement."
"Le produit est vraiment élégant, les finitions sont propres, le design est moderne et donne envie de l’utiliser, mais à l’usage on sent qu’il n’est pas très robuste et qu’il risque de s’abîmer rapidement.",durabilité,negative,"Le produit est vraiment élégant, les finitions sont propres, le design est moderne et donne envie de l’utiliser, mais à l’usage on sent qu’il n’est pas très robuste et qu’il risque de s’abîmer rapidement."
"Le quartier est paisible, il y a beaucoup d’espaces verts, on s’y sent bien pour vivre au quotidien et se reposer, mais dès qu’il faut se déplacer on se rend compte que les transports sont mal organisés et peu fréquents.",environnement,positive,"Le quartier est paisible, il y a beaucoup d’espaces verts, on s’y sent bien pour vivre au quotidien et se reposer, mais dès qu’il faut se déplacer on se rend compte que les transports sont mal organisés et peu fréquents."
"Le quartier est paisible, il y a beaucoup d’espaces verts, on s’y sent bien pour vivre au quotidien et se reposer, mais dès qu’il faut se déplacer on se rend compte que les transports sont mal organisés et peu fréquents.",transports,negative,"Le quartier est paisible, il y a beaucoup d’espaces verts, on s’y sent bien pour vivre au quotidien et se reposer, mais dès qu’il faut se déplacer on se rend compte que les transports sont mal organisés et peu fréquents."
"Le stage est très formateur, on touche à des projets concrets, on apprend énormément sur le terrain et on sent que ça apporte une vraie expérience, mais il n’y a quasiment pas d’encadrement et on est souvent livré à soi-même.",apprentissage,positive,"Le stage est très formateur, on touche à des projets concrets, on apprend énormément sur le terrain et on sent que ça apporte une vraie expérience, mais il n’y a quasiment pas d’encadrement et on est souvent livré à soi-même."
